"CircleName","RegionName","DivisionName","OfficeName","Pincode","OfficeType","Delivery","District","StateName","Latitude","Longitude"
"Kerala Circle","Calicut Region","Ottapalam Division","Veeramangalam BO","679503","BO","Delivery","PALAKKAD","KERALA","15.5934000","75.9955000"
"Kerala Circle","Calicut Region","Ottapalam Division","Kanhirapuzha Dam BO","678591","BO","Non Delivery","PALAKKAD","KERALA","10.8368000","76.5761000"
"Kerala Circle","Calicut Region","Cannanore Division","Kannookara BO","670012","BO","Non Delivery","KANNUR","KERALA","11.6533081","75.5619692"
"Kerala Circle","Calicut Region","Cannanore Division","Cherupazhassi BO","670601","BO","Delivery","KANNUR","KERALA","11.9629658","75.4417558"
"Kerala Circle","Calicut Region","Cannanore Division","Chekkikulam BO","670592","BO","Delivery","KANNUR","KERALA","11.9493749","75.4475820"
"Kerala Circle","Calicut Region","Cannanore Division","Bavode BO","670622","BO","Delivery","KANNUR","KERALA","11.8623964","75.4949567"
"Kerala Circle","Calicut Region","Cannanore Division","Pappinisseri West BO","670561","BO","Delivery","KANNUR","KERALA","11.9428357","75.3499629"
"Kerala Circle","Kochi Region","Mavelikara Division","Kandiyoor BO","690103","BO","Non Delivery","ALAPPUZHA","KERALA","9.2538700","76.5321410"
"Kerala Circle","Kochi Region","Mavelikara Division","Karipuzha BO","690103","BO","Delivery","ALAPPUZHA","KERALA","9.2528160","76.5060820"
"Kerala Circle","Kochi Region","Mavelikara Division","Pela BO","690103","BO","Delivery","ALAPPUZHA","KERALA","9.2396150","76.5137880"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Kodupunna BO","689595","BO","Delivery","ALAPPUZHA","KERALA","9.4064020","76.4592010"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Anaprambal BO","689572","BO","Delivery","ALAPPUZHA","KERALA","9.3500000","76.5000000"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Anaprambal North BO","689572","BO","Delivery","ALAPPUZHA","KERALA","9.3800000","76.3800000"
"Kerala Circle","Calicut Region","Ottapalam Division","Vazhumbram BO","678595","BO","Delivery","PALAKKAD","KERALA","15.5934000","76.5761000"
"Kerala Circle","Calicut Region","Ottapalam Division","Kunduvampadam BO","678633","BO","Delivery","PALAKKAD","KERALA","10.1019000","76.2910000"
"Kerala Circle","Calicut Region","Ottapalam Division","Punchapadam BO","678633","BO","Delivery","PALAKKAD","KERALA","15.5934000","76.2910000"
"Kerala Circle","Calicut Region","Ottapalam Division","Malamalkkavu BO","679554","BO","Delivery","PALAKKAD","KERALA","10.7870000","76.0465000"
"Kerala Circle","Calicut Region","Ottapalam Division","Thathanampully BO","679337","BO","Delivery","PALAKKAD","KERALA","15.5934000","76.0723000"
"Kerala Circle","Calicut Region","Ottapalam Division","Eravakkad BO","679552","BO","Delivery","PALAKKAD","KERALA","10.7870000","76.0465000"
"Kerala Circle","Calicut Region","Ottapalam Division","Ariyur BO","678583","BO","Delivery","PALAKKAD","KERALA","11.2898000","76.0788000"
"Kerala Circle","Calicut Region","Ottapalam Division","Kumaramputhur BO","678583","BO","Delivery","PALAKKAD","KERALA","10.9642000","76.4404000"
"Kerala Circle","Calicut Region","Ottapalam Division","Nattukal BO","678583","BO","Delivery","PALAKKAD","KERALA","15.5934000","76.0788000"
"Kerala Circle","Calicut Region","Ottapalam Division","Payyanadam BO","678583","BO","Delivery","PALAKKAD","KERALA","15.5934000","76.4396000"
"Kerala Circle","Calicut Region","Ottapalam Division","Kaithachira BO","678582","BO","Delivery","PALAKKAD","KERALA","11.6764000","75.5598000"
"Kerala Circle","Calicut Region","Ottapalam Division","Thavalam BO","678582","BO","Delivery","PALAKKAD","KERALA","15.5934000","75.5598000"
"Kerala Circle","Calicut Region","Ottapalam Division","Kaipuram BO","679308","BO","Delivery","PALAKKAD","KERALA","11.2905000","75.7923000"
"Kerala Circle","Calicut Region","Ottapalam Division","Pombilaya BO","679335","BO","Delivery","PALAKKAD","KERALA","15.5934000","76.3000000"
"Kerala Circle","Calicut Region","Ottapalam Division","Cherukutangad BO","679305","BO","Delivery","PALAKKAD","KERALA","10.9449000","76.0831000"
"Kerala Circle","Calicut Region","Ottapalam Division","Parudur BO","679305","BO","Delivery","PALAKKAD","KERALA","15.5934000","76.0831000"
"Kerala Circle","Calicut Region","Ottapalam Division","Cherambattakavu BO","679501","BO","Delivery","PALAKKAD","KERALA","11.7024000","75.6850000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Karimthottuva BO","690540","BO","Delivery","KOLLAM","KERALA","9.0300000","76.6600000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Thuruthikara BO","690540","BO","Delivery","KOLLAM","KERALA","9.0400000","76.6700000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Karali Jn BO","690521","BO","Delivery","KOLLAM","KERALA","9.0200000","76.6100000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Pallisserickal BO","690521","BO","Delivery","KOLLAM","KERALA","9.0500000","76.6100000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Venga BO","690521","BO","Delivery","KOLLAM","KERALA","9.0400000","76.6100000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Vilanthara Jn BO","690521","BO","Delivery","KOLLAM","KERALA","9.0300000","76.6300000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Kakkakunnu BO","690522","BO","Delivery","KOLLAM","KERALA","9.0700000","76.6200000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Patharam BO","690522","BO","Delivery","KOLLAM","KERALA","9.0700000","76.6000000"
"Kerala Circle","Calicut Region","Vadakara Division","Abhayagiri BO","673517","BO","Delivery","KOZHIKODE","KERALA","11.7900000","75.7000000"
"Kerala Circle","Kochi Region","Alleppey Division","Kuppappuram BO","688011","BO","Delivery","ALAPPUZHA","KERALA","9.5063300","76.3782000"
"Kerala Circle","Calicut Region","Calicut Division","Velliparamba BO","673008","BO","Delivery","KOZHIKODE","KERALA","11.2600000","75.8800000"
"Kerala Circle","Kochi Region","Alleppey Division","Kakkazhom BO","688005","BO","Non Delivery","ALAPPUZHA","KERALA","9.3953300","76.3601100"
"Kerala Circle","Kochi Region","Alleppey Division","Kanjipadom BO","688005","BO","Delivery","ALAPPUZHA","KERALA","9.4030200","76.3724100"
"Kerala Circle","Kochi Region","Alleppey Division","Vysombhagom BO","688005","BO","Delivery","ALAPPUZHA","KERALA","9.4058800","76.3839700"
"Kerala Circle","Kochi Region","Alleppey Division","Kanjiramchira BO","688007","BO","Non Delivery","ALAPPUZHA","KERALA","9.5040400","76.3203100"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Mithrakary BO","689595","BO","Delivery","ALAPPUZHA","KERALA","9.4122750","76.4707680"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Urukari BO","689595","BO","Delivery","ALAPPUZHA","KERALA","9.4099420","76.4655550"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Vezhapra BO","689595","BO","Delivery","ALAPPUZHA","KERALA","9.4224500","76.4534170"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Eramallikkara BO","689109","BO","Delivery","ALAPPUZHA","KERALA","9.3509860","76.5690520"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Veliyanadu West BO","689590","BO","Delivery","ALAPPUZHA","KERALA","9.4448280","76.4707680"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Mudakkal BO","695103","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.8700000","8.6800000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Katakam BO","695304","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.7800000","8.6500000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Pullanicode BO","695311","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7592400","76.7199590"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Karavaram BO","695605","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7544070","76.8040520"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Kurumbayam BO","695608","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7536890","76.9293170"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Chittattumukku BO","695301","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5745150","76.8504740"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Kilimanur Palace BO","695601","BO","Non Delivery","THIRUVANANTHAPURAM","KERALA","8.7626460","76.8657300"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Peroor BO","695601","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7838220","76.8229030"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Parayathukonam BO","695104","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.8100000","8.6700000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Kavalayur BO","695144","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.7800000","8.7200000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Parakunnu BO","695603","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7754500","76.7726330"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Bharathannur BO","695609","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7629170","76.9840980"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Azhurmarket BO","695305","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.8000000","8.6500000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Kattaikonam BO","695584","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.9000000","8.6000000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Muttappalam BO","695145","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.7400000","8.7600000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Puthenthope BO","695586","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.8400000","8.5700000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Anakudy BO","695606","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7283270","76.9089320"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Karimkuttikara BO","695606","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7150330","76.9236400"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Cheeranikkara BO","695615","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.9600000","8.6400000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Koliakode BO","695607","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.9000000","8.6400000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Vellumannady BO","695607","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.6897400","76.9260870"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Goureesapattom BO","695004","BO","Non Delivery","THIRUVANANTHAPURAM","KERALA","8.5200000","76.9400000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Cheruvikkal BO","695011","BO","Non Delivery","THIRUVANANTHAPURAM","KERALA","8.5400000","76.9100000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Chaikkottukonam BO","695122","BO","Delivery","THIRUVANANTHAPURAM","KERALA","77.1060870","77.1060870"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Plamootukada BO","695122","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.3406390","77.1168750"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Nedumparambu BO","695102","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7415870","76.8334840"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Vanchiyurattingal BO","695102","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7191120","76.8331740"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Poothura BO","695309","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.7700000","8.6600000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Melkadakkavur BO","695306","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.7800000","8.6800000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Keezhattingal BO","695306","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.7900000","8.6900000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Kattumpuram BO","695608","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7573570","76.9220000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Channamkara BO","695301","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.8300000","8.5900000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Charupara BO","695601","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7687550","76.8847520"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Ponganadu BO","695601","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7843400","76.8478150"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Pullayil BO","695601","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7560220","76.8693570"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Edakode BO","695104","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.6717570","76.8356970"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Kandukrishi BO","695104","BO","Non Delivery","THIRUVANANTHAPURAM","KERALA","8.6621690","76.8105480"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Kurakkada BO","695104","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.8300000","8.6600000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Manjamala BO","695313","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.8700000","8.6400000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Muthana BO","695146","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7703400","76.7628690"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Kokkottukonam BO","695604","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.8241800","76.8098620"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Pakalkuri BO","695604","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.8440200","76.7946910"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Puliyurkonam BO","695604","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.8216350","76.8219850"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Moonnumukku BO","695609","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7420940","76.9875160"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Mylamoodu BO","695609","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7544550","76.9960500"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Nethajipuram BO","695589","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.8900000","8.6400000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Palachira BO","695143","BO","Delivery","THIRUVANANTHAPURAM","KERALA","76.7400000","8.7400000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Thokkad BO","695143","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7485520","76.7649250"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Chayalode BO","691556","BO","Delivery","PATHANAMTHITTA","KERALA","9.1300000","76.7900000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Mannam Nagar BO","689501","BO","Delivery","PATHANAMTHITTA","KERALA","9.2000000","76.7100000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Mannam Sugar Mills BO","689501","BO","Delivery","PATHANAMTHITTA","KERALA","9.2100000","76.6700000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Keerukuzhy BO","689502","BO","Delivery","PATHANAMTHITTA","KERALA","9.2100000","76.7300000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Chethackal BO","689677","BO","Delivery","PATHANAMTHITTA","KERALA","9.4300000","76.8100000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Elanthur Pariyaram BO","689643","BO","Delivery","PATHANAMTHITTA","KERALA","9.3000000","76.7500000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Mundukottackal BO","689649","BO","Delivery","PATHANAMTHITTA","KERALA","9.2900000","76.7800000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Aryavon BO","689691","BO","Delivery","PATHANAMTHITTA","KERALA","9.2200000","76.8600000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Kummannoor BO","689691","BO","Delivery","PATHANAMTHITTA","KERALA","9.2200000","76.8700000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Oottupara BO","689691","BO","Delivery","PATHANAMTHITTA","KERALA","9.2000000","76.8800000"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Anikad Mallappally GDS BO","689585","BO","Delivery","PATHANAMTHITTA","KERALA","9.4434320","76.6553550"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Nedumpuram BO","689110","BO","Delivery","PATHANAMTHITTA","KERALA","9.3613870","76.5574930"
"Kerala Circle","Calicut Region","Cannanore Division","Kizhunna BO","670007","BO","Delivery","KANNUR","KERALA","11.8269037","75.4188036"
"Kerala Circle","Calicut Region","Cannanore Division","Mundayad BO","670594","BO","Delivery","KANNUR","KERALA","11.8929226","75.4079289"
"Kerala Circle","Calicut Region","Cannanore Division","Othayammadom BO","670301","BO","Non Delivery","KANNUR","KERALA","12.0003892","75.2990698"
"Kerala Circle","Calicut Region","Cannanore Division","Chirakkal RS BO","670011","BO","Non Delivery","KANNUR","KERALA","11.9156629","75.3606755"
"Kerala Circle","Calicut Region","Cannanore Division","Kattampally BO","670011","BO","Delivery","KANNUR","KERALA","11.9156629","75.3606755"
"Kerala Circle","Calicut Region","Cannanore Division","Kusavanvayal BO","670593","BO","Delivery","KANNUR","KERALA","12.0280514","75.6062048"
"Kerala Circle","Calicut Region","Cannanore Division","Katalayi BO","670003","BO","Delivery","KANNUR","KERALA","11.8503761","75.3980884"
"Kerala Circle","Calicut Region","Cannanore Division","Narath BO","670601","BO","Delivery","KANNUR","KERALA","11.9565822","75.3876042"
"Kerala Circle","Calicut Region","Cannanore Division","Muzhappala BO","670611","BO","Delivery","KANNUR","KERALA","11.9042437","75.4841423"
"Kerala Circle","Calicut Region","Cannanore Division","Kayaralam BO","670602","BO","Delivery","KANNUR","KERALA","11.9998054","75.4286460"
"Kerala Circle","Calicut Region","Cannanore Division","Morazha BO","670331","BO","Delivery","KANNUR","KERALA","11.9872963","75.3499629"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Kozhimala BO","689541","BO","Delivery","PATHANAMTHITTA","KERALA","9.7343060","77.0262210"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Anandapally BO","691525","BO","Delivery","PATHANAMTHITTA","KERALA","9.1700000","76.7400000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Parakara BO","691525","BO","Delivery","PATHANAMTHITTA","KERALA","9.2000000","76.7500000"
"Kerala Circle","Kochi Region","Alleppey Division","Kommady Ward BO","688007","BO","Non Delivery","ALAPPUZHA","KERALA","9.5155800","76.3380600"
"Kerala Circle","Kochi Region","Alleppey Division","Ambalapuzha East  B O","688561","BO","Delivery","ALAPPUZHA","KERALA","9.3830000","76.3690000"
"Kerala Circle","Calicut Region","Calicut Division","Peruvayal BO","673008","BO","Delivery","KOZHIKODE","KERALA","11.0600000","76.0600000"
"Kerala Circle","Calicut Region","Calicut Division","Poovattu Paramba BO","673008","BO","Delivery","KOZHIKODE","KERALA","11.2600000","75.9100000"
"Kerala Circle","Calicut Region","Calicut Division","Chevarambalam BO","673017","BO","Delivery","KOZHIKODE","KERALA","11.2600000","75.8300000"
"Kerala Circle","Calicut Region","Calicut Division","Vrindavan Colony BO","673017","BO","Non Delivery","KOZHIKODE","KERALA","11.2600000","75.8300000"
"Kerala Circle","Calicut Region","Tirur Division","Kavancheri BO","676561","BO","Delivery","MALAPPURAM","KERALA","10.8492424","75.9215181"
"Kerala Circle","Calicut Region","Tirur Division","Ponmala BO","676528","BO","Delivery","MALAPPURAM","KERALA","11.0291143","76.0377414"
"Kerala Circle","Calicut Region","Tirur Division","Ullanam North BO","676303","BO","Delivery","MALAPPURAM","KERALA","11.0503124","75.8615291"
"Kerala Circle","Calicut Region","Tirur Division","Athrisseri BO","676106","BO","Delivery","MALAPPURAM","KERALA","10.8505159","76.2710833"
"Kerala Circle","Calicut Region","Tirur Division","Puthiyakadappuram BO","676302","BO","Delivery","MALAPPURAM","KERALA","10.9359043","75.8809900"
"Kerala Circle","Calicut Region","Tirur Division","Omachapuzha BO","676320","BO","Delivery","MALAPPURAM","KERALA","10.9783129","75.9309157"
"Kerala Circle","Calicut Region","Tirur Division","Iringavur BO","676103","BO","Delivery","MALAPPURAM","KERALA","10.9235536","75.9557586"
"Kerala Circle","Calicut Region","Tirur Division","Pachattiri BO","676105","BO","Delivery","MALAPPURAM","KERALA","10.9028680","75.9052601"
"Kerala Circle","Calicut Region","Tirur Division","Athavanad BO","676301","BO","Delivery","MALAPPURAM","KERALA","10.8683837","76.0155389"
"Kerala Circle","Calicut Region","Tirur Division","Vyrancode BO","676301","BO","Delivery","MALAPPURAM","KERALA","10.8505159","76.2710833"
"Kerala Circle","Calicut Region","Tirur Division","Pantarangadi BO","676306","BO","Delivery","MALAPPURAM","KERALA","11.0448970","75.8917168"
"Kerala Circle","Calicut Region","Tirur Division","Chengottur BO","676503","BO","Delivery","MALAPPURAM","KERALA","10.9672266","76.0898738"
"Kerala Circle","Calicut Region","Tirur Division","Kuttippuramkottakkal BO","676503","BO","Delivery","MALAPPURAM","KERALA","11.0001120","75.9988311"
"Kerala Circle","Calicut Region","Tirur Division","Moonniyur South BO","676311","BO","Delivery","MALAPPURAM","KERALA","11.0602990","75.9172904"
"Kerala Circle","Calicut Region","Tirur Division","Vakkad BO","676502","BO","Delivery","MALAPPURAM","KERALA","10.9074563","75.8911550"
"Kerala Circle","Calicut Region","Tirur Division","Vellachal BO","676106","BO","Delivery","MALAPPURAM","KERALA","10.9136749","75.9214336"
"Kerala Circle","Calicut Region","Tirur Division","Ananthavur BO","676301","BO","Delivery","MALAPPURAM","KERALA","10.8955196","75.9898631"
"Kerala Circle","Calicut Region","Tirur Division","Kakkad BO","676306","BO","Delivery","MALAPPURAM","KERALA","11.0357728","75.9383404"
"Kerala Circle","Calicut Region","Tirur Division","Kooriyad BO","676306","BO","Delivery","MALAPPURAM","KERALA","11.0489109","75.9390662"
"Kerala Circle","Calicut Region","Tirur Division","Mampuram BO","676306","BO","Delivery","MALAPPURAM","KERALA","11.0417887","75.9132525"
"Kerala Circle","Calicut Region","Manjeri Division","Karulai BO","679330","BO","Delivery","MALAPPURAM","KERALA","11.2857410","76.3029370"
"Kerala Circle","Calicut Region","Manjeri Division","Chandakkunnu BO","679329","BO","Delivery","MALAPPURAM","KERALA","11.2869750","76.2406700"
"Kerala Circle","Calicut Region","Manjeri Division","Edivanna BO","679329","BO","Delivery","MALAPPURAM","KERALA","11.3171680","76.1993510"
"Kerala Circle","Calicut Region","Manjeri Division","Pandallur BO","676521","BO","Delivery","MALAPPURAM","KERALA","11.0854020","76.1302150"
"Kerala Circle","Calicut Region","Manjeri Division","Valluvangad BO","676521","BO","Delivery","MALAPPURAM","KERALA","11.0996350","76.1972110"
"Kerala Circle","Calicut Region","Manjeri Division","Chulliyode BO","679332","BO","Delivery","MALAPPURAM","KERALA","11.6052800","76.2566020"
"Kerala Circle","Calicut Region","Manjeri Division","Mampattumoola BO","679332","BO","Delivery","MALAPPURAM","KERALA","11.2206320","76.3166900"
"Kerala Circle","Calicut Region","Manjeri Division","Ayikkarapadi BO","673637","BO","Delivery","MALAPPURAM","KERALA","11.1746230","75.8976890"
"Kerala Circle","Calicut Region","Manjeri Division","Valiyaparamba BO","673572","BO","Delivery","MALAPPURAM","KERALA","12.1510000","75.1420000"
"Kerala Circle","Calicut Region","Manjeri Division","Palakkalvetta BO","679327","BO","Delivery","MALAPPURAM","KERALA","11.1352550","76.3012590"
"Kerala Circle","Calicut Region","Manjeri Division","Karad BO","679339","BO","Delivery","MALAPPURAM","KERALA","17.2759840","74.2003230"
"Kerala Circle","Calicut Region","Manjeri Division","Porur BO","679339","BO","Delivery","MALAPPURAM","KERALA","13.0381900","80.1565460"
"Kerala Circle","Calicut Region","Manjeri Division","Karumarakkad BO","673640","BO","Delivery","MALAPPURAM","KERALA","10.8893800","76.0938480"
"Kerala Circle","Calicut Region","Manjeri Division","Palengara BO","679330","BO","Delivery","MALAPPURAM","KERALA","11.2826294","76.2454357"
"Kerala Circle","Calicut Region","Manjeri Division","Ramankuth BO","679330","BO","Delivery","MALAPPURAM","KERALA","11.2597040","76.2574930"
"Kerala Circle","Calicut Region","Manjeri Division","Mannathipoyil BO","679332","BO","Delivery","MALAPPURAM","KERALA","11.2634520","76.3035830"
"Kerala Circle","Calicut Region","Manjeri Division","TKColony BO","679332","BO","Delivery","MALAPPURAM","KERALA","11.2444037","76.3301003"
"Kerala Circle","Calicut Region","Manjeri Division","Andiyoorkunnu BO","673637","BO","Delivery","MALAPPURAM","KERALA","11.1864030","75.9274530"
"Kerala Circle","Calicut Region","Manjeri Division","Chenakkalangadi BO","673636","BO","Delivery","MALAPPURAM","KERALA","11.1067730","75.8720130"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Muttom Thumpamon BO","689502","BO","Delivery","PATHANAMTHITTA","KERALA","9.2200000","76.7000000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Oonnakavu BO","689674","BO","Delivery","PATHANAMTHITTA","KERALA","9.3900000","76.7600000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Kattoor Kozhencherry BO","689650","BO","Delivery","PATHANAMTHITTA","KERALA","9.3400000","76.7500000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Thonniamala BO","689668","BO","Delivery","PATHANAMTHITTA","KERALA","9.3000000","76.7700000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Edapariyaram BO","689643","BO","Delivery","PATHANAMTHITTA","KERALA","9.2900000","76.7400000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Karamvely BO","689643","BO","Delivery","PATHANAMTHITTA","KERALA","9.3100000","76.7200000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Prakkanam BO","689643","BO","Delivery","PATHANAMTHITTA","KERALA","9.2700000","76.7400000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Chandanapally BO","689648","BO","Delivery","PATHANAMTHITTA","KERALA","9.2100000","76.7700000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Vallicode BO","689648","BO","Delivery","PATHANAMTHITTA","KERALA","9.2200000","76.7700000"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Palackathakidi BO","689581","BO","Delivery","PATHANAMTHITTA","KERALA","9.4500000","76.6200000"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Thengeli BO","689106","BO","Delivery","PATHANAMTHITTA","KERALA","9.3580330","76.5721560"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Pariyaram BO","689585","BO","Delivery","PATHANAMTHITTA","KERALA","9.4352530","76.6533060"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Kattode BO","689105","BO","Non Delivery","PATHANAMTHITTA","KERALA","9.3833770","76.5964730"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Pushpagiri Tiruvalla BO","689105","BO","Non Delivery","PATHANAMTHITTA","KERALA","9.3823850","76.5801830"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Nellanad BO","695606","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7074350","76.8912510"
