"CircleName","RegionName","DivisionName","OfficeName","Pincode","OfficeType","Delivery","District","StateName","Latitude","Longitude"
"Kerala Circle","Calicut Region","Calicut Division","Kakkatampoyil BO","673604","BO","Delivery","KOZHIKODE","KERALA","11.3200000","76.0600000"
"Kerala Circle","Calicut Region","Calicut Division","Kuliramutty BO","673604","BO","Delivery","KOZHIKODE","KERALA","11.3600000","76.0800000"
"Kerala Circle","Calicut Region","Calicut Division","Paropadi BO","673009","BO","Non Delivery","KOZHIKODE","KERALA","11.4300000","75.9200000"
"Kerala Circle","Calicut Region","Calicut Division","Parambil BO","673012","BO","Delivery","KOZHIKODE","KERALA","11.3100000","75.8500000"
"Kerala Circle","Calicut Region","Calicut Division","Chennamangallur BO","673602","BO","Delivery","KOZHIKODE","KERALA","11.2900000","76.0000000"
"Kerala Circle","Calicut Region","Calicut Division","Kodiyathur BO","673602","BO","Delivery","KOZHIKODE","KERALA","11.2800000","76.0100000"
"Kerala Circle","Calicut Region","Calicut Division","Kumaranellur BO","673602","BO","Delivery","KOZHIKODE","KERALA","11.3300000","76.0400000"
"Kerala Circle","Calicut Region","Calicut Division","Eravannur BO","673585","BO","Delivery","KOZHIKODE","KERALA","11.3500000","75.8700000"
"Kerala Circle","Calicut Region","Calicut Division","Muttancheri BO","673585","BO","Delivery","KOZHIKODE","KERALA","11.3300000","75.8700000"
"Kerala Circle","Calicut Region","Calicut Division","Neeleswaram BO","673582","BO","Delivery","KOZHIKODE","KERALA","11.3400000","75.9700000"
"Kerala Circle","Calicut Region","Calicut Division","Puthur Kotuvalli BO","673582","BO","Delivery","KOZHIKODE","KERALA","11.3600000","75.9700000"
"Kerala Circle","Calicut Region","Calicut Division","Perumpally BO","673586","BO","Delivery","KOZHIKODE","KERALA","11.4400000","75.9800000"
"Kerala Circle","Calicut Region","Calicut Division","Kattippara BO","673573","BO","Delivery","KOZHIKODE","KERALA","11.4800000","75.9300000"
"Kerala Circle","Calicut Region","Vadakara Division","Kalpathur BO","673524","BO","Delivery","KOZHIKODE","KERALA","11.5300000","75.7300000"
"Kerala Circle","Calicut Region","Vadakara Division","Kozhukkallur BO","673524","BO","Delivery","KOZHIKODE","KERALA","11.5100000","75.7100000"
"Kerala Circle","Calicut Region","Vadakara Division","Karuvannur BO","673614","BO","Delivery","KOZHIKODE","KERALA","11.5000000","75.7700000"
"Kerala Circle","Calicut Region","Vadakara Division","Punath BO","673614","BO","Delivery","KOZHIKODE","KERALA","11.4900000","75.8200000"
"Kerala Circle","Calicut Region","Vadakara Division","Iringath BO","673523","BO","Delivery","KOZHIKODE","KERALA","11.5300000","75.6600000"
"Kerala Circle","Calicut Region","Vadakara Division","Muthuuvana BO","673523","BO","Delivery","KOZHIKODE","KERALA","11.5400000","75.6500000"
"Kerala Circle","Calicut Region","Vadakara Division","Chenoli BO","673525","BO","Delivery","KOZHIKODE","KERALA","11.5400000","75.7700000"
"Kerala Circle","Calicut Region","Vadakara Division","Mennaniam BO","673525","BO","Delivery","KOZHIKODE","KERALA","11.5600000","75.7800000"
"Kerala Circle","Calicut Region","Vadakara Division","Avadukka BO","673528","BO","Delivery","KOZHIKODE","KERALA","11.6000000","75.7900000"
"Kerala Circle","Calicut Region","Vadakara Division","Kuruvangad BO","673620","BO","Delivery","KOZHIKODE","KERALA","11.4400000","75.7200000"
"Kerala Circle","Calicut Region","Vadakara Division","Naduvathur BO","673620","BO","Delivery","KOZHIKODE","KERALA","11.4800000","75.7100000"
"Kerala Circle","Calicut Region","Vadakara Division","Chingapuram BO","673529","BO","Delivery","KOZHIKODE","KERALA","11.4900000","75.6400000"
"Kerala Circle","Calicut Region","Vadakara Division","Talayad BO","673574","BO","Delivery","KOZHIKODE","KERALA","11.5000000","75.8900000"
"Kerala Circle","Calicut Region","Vadakara Division","Korothroad BO","673309","BO","Delivery","KOZHIKODE","KERALA","11.6800000","75.5600000"
"Kerala Circle","Calicut Region","Vadakara Division","Katcheri BO","673502","BO","Delivery","KOZHIKODE","KERALA","11.6900000","75.6100000"
"Kerala Circle","Calicut Region","Vadakara Division","Arur BO","673507","BO","Delivery","KOZHIKODE","KERALA","11.6500000","75.6900000"
"Kerala Circle","Calicut Region","Vadakara Division","Vattoli BO","673507","BO","Delivery","KOZHIKODE","KERALA","11.6700000","75.7100000"
"Kerala Circle","Calicut Region","Vadakara Division","Indira Nagar BO","673506","BO","Delivery","KOZHIKODE","KERALA","11.7600000","75.7700000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Chettachal BO","695551","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.6900000","77.0700000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Kallar Tvm BO","695551","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7100000","77.1300000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Mullur BO","695521","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.3700000","77.0200000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Cheriakolla BO","695504","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4100000","77.2000000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Kunnathukal BO","695504","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4000000","77.1700000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Veliyamcode BO","695512","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4500000","77.1000000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Mannamkonam BO","695125","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4600000","77.1700000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Keezharur BO","695124","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4600000","77.1200000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Lourdepuram BO","695526","BO","Non Delivery","THIRUVANANTHAPURAM","KERALA","8.3400000","77.0600000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Puthiathura BO","695526","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.3400000","77.0600000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Karode BO","695506","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.3200000","77.1200000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Kudayal BO","695505","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4300000","77.1800000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Manali BO","695505","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4600000","77.2000000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Nellivila BO","695523","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4100000","77.0200000"
"Kerala Circle","Calicut Region","Vadakara Division","Karingad BO","673513","BO","Delivery","KOZHIKODE","KERALA","11.7000000","75.7800000"
"Kerala Circle","Calicut Region","Vadakara Division","Marudonkara BO","673513","BO","Delivery","KOZHIKODE","KERALA","11.6400000","75.8000000"
"Kerala Circle","Calicut Region","Vadakara Division","Vannathichira BO","673513","BO","Delivery","KOZHIKODE","KERALA","11.6400000","75.8200000"
"Kerala Circle","Calicut Region","Vadakara Division","Paleri Town BO","673508","BO","Delivery","KOZHIKODE","KERALA","11.6200000","75.7600000"
"Kerala Circle","Calicut Region","Vadakara Division","Velom BO","673508","BO","Delivery","KOZHIKODE","KERALA","11.6300000","75.7400000"
"Kerala Circle","Calicut Region","Vadakara Division","Kannookkara BO","673102","BO","Delivery","KOZHIKODE","KERALA","11.6500000","75.5600000"
"Kerala Circle","Calicut Region","Vadakara Division","Iyyangode BO","673504","BO","Delivery","KOZHIKODE","KERALA","11.6900000","75.6500000"
"Kerala Circle","Calicut Region","Vadakara Division","Memunda BO","673104","BO","Delivery","KOZHIKODE","KERALA","11.6000000","75.6300000"
"Kerala Circle","Calicut Region","Vadakara Division","Nadakkuthala BO","673104","BO","Delivery","KOZHIKODE","KERALA","11.6200000","75.6200000"
"Kerala Circle","Calicut Region","Vadakara Division","Kuningad BO","673503","BO","Delivery","KOZHIKODE","KERALA","11.6600000","75.6400000"
"Kerala Circle","Calicut Region","Vadakara Division","Muthuvadathur BO","673503","BO","Delivery","KOZHIKODE","KERALA","11.6500000","75.6300000"
"Kerala Circle","Kochi Region","Ernakulam Division","Kothad BO","682027","BO","Delivery","ERNAKULAM","KERALA","10.0556616","76.2713115"
"Kerala Circle","Kochi Region","Ernakulam Division","Pizhala BO","682027","BO","Delivery","ERNAKULAM","KERALA","10.0525143","76.2613030"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Kokkotela BO","695542","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5800000","77.1000000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Parandode BO","695542","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.6200000","77.0900000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Aruvikara BO","695564","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5700000","77.0200000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Kattacode BO","695572","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5200000","77.0800000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Mylakkara BO","695572","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5200000","77.1400000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Attukal BO","695009","BO","Non Delivery","THIRUVANANTHAPURAM","KERALA","8.4700000","76.9600000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Anad BO","695541","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.6300000","77.0200000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Mancha BO","695541","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5900000","77.0200000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Pallichal BO","695020","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4300000","77.0300000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Exservicemens Colony BO","695562","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7600000","77.0300000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Paluvally BO","695562","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.6900000","77.0400000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Irinchayam BO","695561","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.6200000","76.9800000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Poovathur BO","695561","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.6100000","76.9700000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Ilanchiyam BO","695563","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7200000","77.0700000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Panangode BO","695563","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7200000","77.0400000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Moongode BO","695573","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7300000","76.7700000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Kuthirakalamvellanad BO","695543","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5500000","77.0500000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Mulayara BO","695543","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5400000","77.0500000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Mundela BO","695543","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5800000","77.0400000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Bonaccord BO","695551","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.6800000","77.1700000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Peppara Dam BO","695551","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.6600000","77.1000000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Kottapuram BO","695521","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.3800000","77.0000000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Elluvila BO","695504","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4100000","77.1800000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Manchamcode BO","695125","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4800000","77.1700000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Ayira BO","695502","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.3300000","77.1400000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Anavoor BO","695124","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4400000","77.1400000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Kottackal TVM BO","695124","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4200000","77.1600000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Olathanni BO","695133","BO","Non Delivery","THIRUVANANTHAPURAM","KERALA","8.3700000","77.0900000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Kakkavila BO","695506","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.3000000","77.1100000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Venkadambu BO","695506","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.3400000","77.1100000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Kudappanamoodu BO","695505","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4700000","77.1900000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Kuttamala BO","695505","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5000000","77.1800000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Muttakadu BO","695523","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4100000","76.9900000"
"Kerala Circle","Kochi Region","Changanacherry Division","Mannarakayam BO","686506","BO","Delivery","KOTTAYAM","KERALA","9.5386630","76.7925470"
"Kerala Circle","Kochi Region","Changanacherry Division","Ponkunnam Court BO","686506","BO","Non Delivery","KOTTAYAM","KERALA","9.5633250","76.7672410"
"Kerala Circle","Kochi Region","Changanacherry Division","Chirakadavu Centre BO","686519","BO","Delivery","KOTTAYAM","KERALA","9.5443370","76.7664660"
"Kerala Circle","Kochi Region","Changanacherry Division","Vazhoor East BO","686504","BO","Delivery","KOTTAYAM","KERALA","9.5672010","76.7233100"
"Kerala Circle","Kochi Region","Ernakulam Division","Kaipatoor BO","682313","BO","Delivery","ERNAKULAM","KERALA","9.8443309","76.4456499"
"Kerala Circle","Kochi Region","Ernakulam Division","Edapally North BO","682024","BO","Delivery","ERNAKULAM","KERALA","10.0422275","76.2980615"
"Kerala Circle","Calicut Region","Manjeri Division","Kumminiparamba BO","673638","BO","Delivery","MALAPPURAM","KERALA","11.1355970","75.9408810"
"Kerala Circle","Calicut Region","Manjeri Division","Melangadi BO","673638","BO","Delivery","MALAPPURAM","KERALA","11.1411010","75.9622900"
"Kerala Circle","Calicut Region","Manjeri Division","Muthuparamba BO","673638","BO","Delivery","MALAPPURAM","KERALA","11.1947470","75.9780200"
"Kerala Circle","Calicut Region","Manjeri Division","Peruvallur BO","673638","BO","Delivery","MALAPPURAM","KERALA","11.1053040","75.9329670"
"Kerala Circle","Calicut Region","Manjeri Division","Thurakkal BO","673638","BO","Delivery","MALAPPURAM","KERALA","11.1149220","76.1102500"
"Kerala Circle","Calicut Region","Manjeri Division","Puliyakkode BO","673641","BO","Delivery","MALAPPURAM","KERALA","11.1742130","76.0323760"
"Kerala Circle","Calicut Region","Manjeri Division","Vilayil BO","673641","BO","Delivery","MALAPPURAM","KERALA","11.2109630","76.0033830"
"Kerala Circle","Calicut Region","Manjeri Division","Meppadam BO","676542","BO","Delivery","MALAPPURAM","KERALA","10.6922980","76.3514280"
"Kerala Circle","Calicut Region","Manjeri Division","Pullippadam BO","676542","BO","Delivery","MALAPPURAM","KERALA","11.2456120","76.1704040"
"Kerala Circle","Calicut Region","Manjeri Division","Vadapuram BO","676542","BO","Delivery","MALAPPURAM","KERALA","11.2575230","76.2630060"
"Kerala Circle","Calicut Region","Manjeri Division","Karakkode BO","679333","BO","Delivery","MALAPPURAM","KERALA","12.3445640","75.1508900"
"Kerala Circle","Calicut Region","Manjeri Division","Marutha BO","679333","BO","Delivery","MALAPPURAM","KERALA","11.4211710","76.3246520"
"Kerala Circle","Calicut Region","Manjeri Division","Nambooripotty BO","679333","BO","Delivery","MALAPPURAM","KERALA","11.3296810","76.2128750"
"Kerala Circle","Calicut Region","Manjeri Division","Vazhikkadavu BO","679333","BO","Delivery","MALAPPURAM","KERALA","11.3860780","76.3449150"
"Kerala Circle","Calicut Region","Manjeri Division","Elankur BO","676122","BO","Delivery","MALAPPURAM","KERALA","11.1572280","76.1580850"
"Kerala Circle","Calicut Region","Manjeri Division","Mariyad BO","676122","BO","Delivery","MALAPPURAM","KERALA","11.1012830","76.0776990"
"Kerala Circle","Calicut Region","Manjeri Division","Kerala Estate BO","676525","BO","Delivery","MALAPPURAM","KERALA","11.1482120","76.3810920"
"Kerala Circle","Calicut Region","Manjeri Division","Pullengode BO","676525","BO","Delivery","MALAPPURAM","KERALA","11.1954290","76.3322970"
"Kerala Circle","Calicut Region","Manjeri Division","Amayur BO","676123","BO","Delivery","MALAPPURAM","KERALA","10.8384440","76.1870680"
"Kerala Circle","Calicut Region","Manjeri Division","Karuvambram West BO","676123","BO","Delivery","MALAPPURAM","KERALA","11.1207180","76.1160490"
"Kerala Circle","Calicut Region","Manjeri Division","Kalkundu BO","676523","BO","Delivery","MALAPPURAM","KERALA","11.1282100","76.3593870"
"Kerala Circle","Calicut Region","Manjeri Division","Arimbra BO","673638","BO","Delivery","MALAPPURAM","KERALA","11.1008530","76.0276200"
"Kerala Circle","Calicut Region","Manjeri Division","Muthuvallur BO","673638","BO","Delivery","MALAPPURAM","KERALA","11.1799120","75.9651930"
"Kerala Circle","Calicut Region","Manjeri Division","Nediyirippu BO","673638","BO","Delivery","MALAPPURAM","KERALA","11.1337110","75.9934820"
"Kerala Circle","Calicut Region","Manjeri Division","PalakkadMLP BO","673641","BO","Delivery","MALAPPURAM","KERALA","11.1633924","76.0394615"
"Kerala Circle","Calicut Region","Manjeri Division","Tavanurferoke BO","673641","BO","Delivery","MALAPPURAM","KERALA","10.8505159","76.2710832"
"Kerala Circle","Calicut Region","Manjeri Division","Mampad College BO","676542","BO","Delivery","MALAPPURAM","KERALA","11.2376410","76.1957030"
"Kerala Circle","Calicut Region","Manjeri Division","Narukara BO","676122","BO","Delivery","MALAPPURAM","KERALA","11.1192930","76.0893500"
"Kerala Circle","Calicut Region","Manjeri Division","Pappinippara BO","676122","BO","Delivery","MALAPPURAM","KERALA","11.1016100","76.0914010"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Malakkapara BO","680721","BO","Delivery","THRISSUR","KERALA","10.3100000","76.4100000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","KanjirappillyTCR BO","680721","BO","Delivery","THRISSUR","KERALA","10.3000000","76.3800000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Chalakudi R S BO","680722","BO","Non Delivery","THRISSUR","KERALA","10.2900000","76.3200000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Vijayaraghavapuram BO","680722","BO","Delivery","THRISSUR","KERALA","10.2900000","76.3200000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Krishnankotta BO","680733","BO","Delivery","THRISSUR","KERALA","10.2900000","76.3200000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Velupadam BO","680303","BO","Delivery","THRISSUR","KERALA","10.4300000","76.2400000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Edakulam BO","680688","BO","Delivery","THRISSUR","KERALA","10.3300000","76.2200000"
"Kerala Circle","Calicut Region","Ottapalam Division","Amayur BO","679303","BO","Delivery","PALAKKAD","KERALA","10.8001000","76.1841000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Chentrappinni East BO","680687","BO","Delivery","THRISSUR","KERALA","10.3100000","76.1800000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Kannampallipuram BO","680687","BO","Delivery","THRISSUR","KERALA","10.3700000","76.1100000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Changa BO","695542","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5700000","77.0700000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Dalmughom BO","695125","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4400000","77.1700000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Poozhanad BO","695125","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5100000","77.1200000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Vazhichal BO","695125","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5100000","77.1600000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Cheruvarakonam BO","695502","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.3300000","77.1500000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Marayamuttom BO","695124","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4100000","77.1200000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Chaipankuzhi BO","680724","BO","Delivery","THRISSUR","KERALA","10.3200000","76.4400000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Eravathur BO","680734","BO","Delivery","THRISSUR","KERALA","10.1900000","76.2800000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Koovakkattukunnu BO","680311","BO","Delivery","THRISSUR","KERALA","10.2800000","76.3600000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Anandapuram BO","680305","BO","Delivery","THRISSUR","KERALA","10.3700000","76.2400000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Thottippal BO","680310","BO","Delivery","THRISSUR","KERALA","10.3900000","76.2200000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Konnakuzhy BO","680721","BO","Delivery","THRISSUR","KERALA","10.3600000","76.3500000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Poringalkuthu BO","680721","BO","Delivery","THRISSUR","KERALA","10.3100000","76.6200000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","POOPATHY BO","680733","BO","Delivery","THRISSUR","KERALA","10.2172660","76.2616830"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Nandikkara BO","680301","BO","Delivery","THRISSUR","KERALA","10.3900000","76.2800000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Chamakkala BO","680687","BO","Delivery","THRISSUR","KERALA","10.3100000","76.1800000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Cherpu Padinjattumuri BO","680561","BO","Delivery","THRISSUR","KERALA","10.3700000","76.1300000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Kalimbram BO","680568","BO","Delivery","THRISSUR","KERALA","10.3700000","76.1000000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Kuttamangalam BO","680703","BO","Non Delivery","THRISSUR","KERALA","10.3800000","76.1300000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Azhikode Jetty BO","680666","BO","Delivery","THRISSUR","KERALA","10.1800000","76.1800000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Madavana BO","680666","BO","Delivery","THRISSUR","KERALA","10.2100000","76.1800000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Porathissery BO","680125","BO","Delivery","THRISSUR","KERALA","10.3700000","76.1900000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Kaduppassery  South BO","680683","BO","Non Delivery","THRISSUR","KERALA","10.3100000","76.2600000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Koratti South BO","680308","BO","Delivery","THRISSUR","KERALA","10.2500000","76.3400000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Kuttikkad BO","680724","BO","Delivery","THRISSUR","KERALA","10.3300000","76.3900000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Mothirakkanni BO","680724","BO","Delivery","THRISSUR","KERALA","10.3400000","76.4200000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Vadama BO","680732","BO","Delivery","THRISSUR","KERALA","10.2500000","76.2800000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Kunnappilly BO","680311","BO","Delivery","THRISSUR","KERALA","10.2900000","76.3700000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Chokkana BO","680699","BO","Delivery","THRISSUR","KERALA","10.3700000","76.4000000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Vellikulangara BO","680699","BO","Delivery","THRISSUR","KERALA","10.3500000","76.4000000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","CHIMMONI DAM BO","680304","BO","Delivery","THRISSUR","KERALA","10.4334170","76.4823350"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Chattikulam BO","680721","BO","Delivery","THRISSUR","KERALA","10.3400000","76.3900000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Vettilappara BO","680721","BO","Delivery","THRISSUR","KERALA","10.3000000","76.6300000"
"Kerala Circle","Kochi Region","Irinjalakuda Division","Madathumpady BO","680733","BO","Delivery","THRISSUR","KERALA","10.4500000","76.2600000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Aruvipuram BO","695126","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4200000","77.1000000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Mulluvila BO","695133","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.3600000","77.0700000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Amboori BO","695505","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5000000","77.2000000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Karikuzhi BO","695505","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5100000","77.2000000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","KoothaliTVM BO","695505","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4500000","77.2200000"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Kidarakuzhy BO","695523","BO","Delivery","THIRUVANANTHAPURAM","KERALA","8.3900000","77.0200000"
"Kerala Circle","Kochi Region","Trichur Division","Mannalamkunnu BO","680518","BO","Delivery","THRISSUR","KERALA","10.6578030","75.9693970"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Vattakarikkakom BO","695562","BO","Delivery","KOLLAM","KERALA","8.7700000","77.0200000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Edamulackal BO","691306","BO","Delivery","KOLLAM","KERALA","8.9200000","76.8900000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Ezhiyam Vattathra Mala Mukku BO","691306","BO","Delivery","KOLLAM","KERALA","8.8800000","76.9000000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Nediyara BO","691306","BO","Delivery","KOLLAM","KERALA","8.9500000","76.9300000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Vadamon BO","691306","BO","Delivery","KOLLAM","KERALA","8.9600000","76.9100000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Cheruvakkal BO","691533","BO","Delivery","KOLLAM","KERALA","8.9000000","76.8100000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Elamadu BO","691533","BO","Delivery","KOLLAM","KERALA","8.9000000","76.8300000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Manjappara BO","691533","BO","Delivery","KOLLAM","KERALA","8.8900000","76.8900000"
"Kerala Circle","DivReportingCircle","Pathanamthitta Division","Ozhukkuparackal BO","691533","BO","Delivery","KOLLAM","KERALA","8.9200000","76.8700000"
